County,Sub-county,Ward,Latitude,Longitude
Kiambu,Ruiru,Gitothua,-1.134,36.912
Taita Taveta,Taveta,Mahoo,-3.357,37.695
Bomet,Konoin,Kimulot,-0.535,35.262
Bomet,Konoin,Mogogosiek,-0.632,35.289
Bomet,Konoin,Boito,-0.505,35.378
Bomet,Konoin,Embomos,-0.589,35.348
Kisii,Bomachoge Borabu,BOMBABA BORABU,-0.901,34.777
Nakuru,Rongai,Soin,-0.045,35.968
Nandi,Aldai,Kemeloi-maraba,0.029,34.878
Nandi,Aldai,Kobujoi,0.031,34.972
Nandi,Aldai,Kaptumo/kaboi,0.09,35.066
Nandi,Aldai,Koyo/ndurio,0.028,35.041
Nandi,Chesumei,Nandi hills,0.11,35.159
Nandi,Chesumei,Chepkunyuk,0.129,35.245
Taita Taveta,Wundanyi,Mwanda/mgange,-3.368,38.28
Taita Taveta,Mwatate,Ronge,-3.408,38.466
Nandi,Chesumei,Lelmoko/ngechek,0.339,35.184
Taita Taveta,Mwatate,Mwatate,-3.58,38.454
Taita Taveta,Mwatate,Wusi/kishamba,-3.452,38.368
Embu,Siakago,Muminji,-0.606,37.788
Embu,Siakago,Evurore,-0.477,37.808
Nakuru,Bahati,Lanet/umoja,-0.288,36.174
Nandi,Emgwen,Chepkumia,0.129,34.963
Nakuru,Bahati,Bahati,-0.165,36.15
Nakuru,Nakuru Town West,Kaptembwo,-0.308,36.051
Nyeri,Mathira,Iriaini,-0.465,37.167
Nyeri,Mathira,Konyu,-0.523,37.121
Nandi,Emgwen,Kapsabet,0.169,35.069
Nandi,Emgwen,Kilibwoni,0.213,35.202
Mombasa,Nyali,Frere Town,-4.025,39.691
Nyeri,Mathira,Kirimukuyu,-0.473,37.075
Nakuru,Nakuru Town West,Kapkures,-0.321,36.022
Samburu,Samburu West,Suguta Marmar,0.901,36.576
Nakuru,Nakuru Town West,Rhoda,-0.311,36.064
Nakuru,Nakuru Town West,Shaabab,-0.294,36.054
Elgeyo-Marakwet,Keiyo South,Soy North,0.466,35.585
Elgeyo-Marakwet,Keiyo South,Soy South,0.287,35.645
Nakuru,Nakuru Town East,Biashara,-0.294,36.082
Nandi,Aldai,Kabwareng,0.11,34.894
Nandi,Mosop,Ndalat,0.508,35.109
Nakuru,Nakuru Town East,Kivumbini,-0.299,36.088
Nakuru,Nakuru Town East,Flamingo,-0.31,36.074
Nakuru,Nakuru Town East,Menengai,-0.282,36.118
Baringo,Tiaty,Tirioko,1.406,35.893
Baringo,Tiaty,Kolowa,1.096,35.798
Baringo,Tiaty,Ribkwo,1.03,35.967
Baringo,Tiaty,Silale,1.059,36.16
Baringo,Tiaty,Loiyamorok,0.844,36.131
Mombasa,Nyali,Kongowea,-4.039,39.69
Laikipia,Laikipia West,Marmanet,0.238,36.365
Laikipia,Laikipia West,Igwamiti,0.121,36.359
Laikipia,Laikipia West,Salama,0.218,36.631
Laikipia,Laikipia East,Ngobit,-0.036,36.695
Laikipia,Laikipia East,Tigithi,-0.122,36.915
Laikipia,Laikipia East,Thingithu,0.016,37.026
Laikipia,Laikipia East,Nanyuki,0.013,37.089
Mombasa,Mvita,Tudor,-4.038,39.664
Nakuru,Rongai,Mosop,-0.262,35.917
Nakuru,Rongai,Solai,0.062,36.159
Taita Taveta,Wundanyi,Werugha,-3.361,38.318
Nakuru,Nakuru Town West,Barut,-0.393,36.088
Nakuru,Nakuru Town West,London,-0.269,36.059
Mombasa,Changamwe,Chaani,-4.029,39.625
Kajiado,Kajiado North,Olkeri,-1.402,36.688
Kajiado,Kajiado North,Ongata rongai,-1.402,36.774
Kajiado,Kajiado North,Nkaimurunya,-1.383,36.741
Kajiado,Kajiado North,Oloolua,-1.339,36.684
Kajiado,Kajiado North,Ngong,-1.35,36.661
Kajiado,Kajiado Central,Purko,-2.022,36.722
Kajiado,Kajiado Central,Ildamat,-1.866,36.744
Kajiado,Kajiado Central,Dalalekutuk,-1.925,36.93
Kajiado,Kajiado Central,Matapato north,-2.209,36.828
Kajiado,Kajiado Central,Matapato south,-2.435,36.757
Kajiado,Kajiado East,Kaputiei north,-1.677,36.871
Kajiado,Kajiado East,Kitengela,-1.536,36.883
Kajiado,Kajiado East,Oloosirkon/sholinke,-1.469,36.84
Kajiado,Kajiado East,Kenyawa-poka,-2.214,37.439
Kajiado,Kajiado East,Imaroro,-1.96,37.111
Kajiado,Kajiado West,Keekonyokie,-1.562,36.526
Kisumu,Kisumu East,Manyatta B,-0.097,34.783
Kericho,Kipkelion West,Chilchila,-0.168,35.367
Kericho,Ainamoi,Kapsoit,-0.304,35.213
Kericho,Ainamoi,Ainamoi,-0.268,35.281
Kericho,Ainamoi,Kapkugerwet,-0.356,35.303
Kericho,Ainamoi,Kipchebor,-0.38,35.267
Kericho,Ainamoi,Kipchimchim,-0.332,35.281
Kericho,Ainamoi,Kapsaos,-0.291,35.358
Kericho,Buret,Kisiara,-0.492,35.101
Kericho,Buret,Tebesonik,-0.561,35.094
Kericho,Buret,Cheboin,-0.568,35.129
Kericho,Buret,Chemosot,-0.516,35.171
Kericho,Buret,Litein,-0.588,35.159
Kericho,Buret,Cheplanget,-0.634,35.118
Kericho,Belgut,Waldai,-0.36,35.173
Kericho,Belgut,Kabianga,-0.433,35.136
Mombasa,Nyali,Kadzandani,-4.014,39.708
Nakuru,Nakuru Town East,Nakuru East,-0.353,36.133
Mombasa,Changamwe,Port Reitz,-4.019,39.612
Kericho,Sigowet/Soin,Sigowet,-0.438,35.076
Kericho,Sigowet/Soin,Kaplelartet,-0.357,35.076
Kericho,Sigowet/Soin,Soliat,-0.304,35.121
Kericho,Sigowet/Soin,Soin,-0.219,35.155
Mombasa,Likoni,Shika Adabu,-4.108,39.646
Mombasa,Kisauni,Junda,-4.018,39.673
Mombasa,Kisauni,Bamburi,-3.976,39.711
Mombasa,Kisauni,Mwakirunge,-3.959,39.657
Mombasa,Kisauni,Mtopanga,-3.994,39.69
Kisumu,Kisumu East,Nyalenda A,-0.116,34.773
Mombasa,Kisauni,Shanzu,-3.98,39.731
Mombasa,Nyali,Ziwa La Ng'ombe,-4.024,39.71
Mombasa,Nyali,Mkomani,-4.05,39.694
Mombasa,Likoni,Mtongwe,-4.081,39.617
Taita Taveta,Voi,Mbololo,-3.366,38.523
Mombasa,Likoni,Bofu,-4.083,39.654
Kilifi,Kilifi North,Sokoni,-3.616,39.867
Kilifi,Kilifi North,Dabaso,-3.319,39.976
Kilifi,Kilifi North,Watamu,-3.318,40.063
Kilifi,Kilifi South,Mwarakaya,-3.812,39.734
Kilifi,Kilifi South,Chasimba,-3.727,39.738
Kilifi,Kilifi South,Mtepeni,-3.897,39.751
Kilifi,Kaloleni,Mariakani,-3.831,39.468
Kilifi,Kaloleni,Kayafungo,-3.762,39.474
Kilifi,Kaloleni,Kaloleni,-3.794,39.643
Kilifi,Kaloleni,Mwanamwinga,-3.714,39.55
Kilifi,Rabai,Kambe/ribe,-3.884,39.658
Kisumu,Kisumu Central,Shauri Moyo Kaloleni,-0.099,34.768
Kilifi,Ganze,Bamba,-3.498,39.353
Kilifi,Ganze,Jaribuni,-3.626,39.692
Kilifi,Malindi,Jilore,-3.229,39.846
Kilifi,Malindi,Kakuyuni,-3.197,39.992
Kilifi,Malindi,Shella,-3.25,40.111
Kilifi,Magarini,Marafa,-2.946,39.838
Kilifi,Magarini,Magarini,-3.078,40.092
Siaya,Ugenya,West Ugenya,0.208,34.15
Siaya,Ugenya,Ukwala,0.198,34.202
Siaya,Ugenya,North Ugenya,0.264,34.226
Siaya,Ugenya,East Ugenya,0.255,34.327
Siaya,Ugunja,Sidindi,0.174,34.378
Siaya,Ugunja,Sigomere,0.217,34.357
Siaya,Ugunja,Ugunja,0.197,34.281
Siaya,Alego Usonga,Usonga,0.068,34.098
Siaya,Alego Usonga,West Alego,0.113,34.167
Siaya,Alego Usonga,Central Alego,0.079,34.226
Siaya,Alego Usonga,Siaya Township,0.047,34.285
Kwale,Msambweni,Gombato Bongwe,-4.286,39.533
Taita Taveta,Voi,Sagala,-3.358,38.841
Kisumu,Kisumu West,South West Kisumu,-0.115,34.632
Kisii,Kitutu Chache South,Nyakoe,-0.63,34.765
Kisii,Kitutu Chache South,Kisii Central,-0.664,34.767
Nairobi,Westlands,Parklands/highridge,-1.26,36.801
Nairobi,Dagoretti,Kilimani,-1.283,36.787
Nairobi,Dagoretti,Kileleshwa,-1.277,36.783
Baringo,Mogotio,Mogotio,0.09,35.836
Baringo,Mogotio,Emining,0.244,35.953
Baringo,Mogotio,Kisanana,0.145,36.072
Baringo,Eldama Ravine,Lembus,0.095,35.611
Baringo,Eldama Ravine,Lembus kwen,0.107,35.69
Baringo,Eldama Ravine,Ravine,0.018,35.725
Baringo,Eldama Ravine,Mumberes/Maji Mazuri,-0.09,35.649
Baringo,Eldama Ravine,Lembus/Perkerra,0.073,35.79
Baringo,Eldama Ravine,Koibatek,-0.089,35.797
Laikipia,Laikipia West,Ol-Moran,0.532,36.383
Laikipia,Laikipia West,Rumuruti Township,0.283,36.478
Nairobi,Kibra,Woodley/kenyatta Golf Course,-1.304,36.786
Kericho,Kipkelion East,Kedowa/kimugul,-0.222,35.57
Kericho,Kipkelion East,Chepseon,-0.295,35.401
Kericho,Kipkelion East,Tendeno/sorget,-0.043,35.524
Kericho,Kipkelion West,Kunyak,-0.132,35.284
Kericho,Kipkelion West,Kamasian,-0.139,35.434
Kericho,Kipkelion West,Kipkelion,-0.141,35.454
Mombasa,Likoni,Likoni,-4.093,39.643
Nairobi,Roysambu,Zimmerman,-1.204,36.881
Nairobi,Roysambu,Roysambu,-1.231,36.865
Nairobi,Kasarani,Mwiki,-1.236,36.957
Nairobi,Kasarani,Kasarani,-1.227,36.888
Kisumu,Kisumu Central,Market Milimani,-0.11,34.756
Nairobi,Ruaraka,Lucky Summer,-1.239,36.9
Nairobi,Ruaraka,Korogocho,-1.252,36.891
Kilifi,Kilifi North,Kibarani,-3.568,39.81
Kilifi,Kilifi North,Matsangoni,-3.426,39.927
Nairobi,Embakasi South,Pipeline,-1.333,36.905
Kisumu,Kisumu Central,Kondele,-0.09,34.777
Mombasa,Likoni,Timbwani,-4.098,39.66
Kisumu,Kisumu Central,Nyalenda B,-0.133,34.749
Kisumu,Seme,West Seme,-0.132,34.464
Kisumu,Seme,Central Seme,-0.124,34.493
Kisumu,Seme,East Seme,-0.097,34.566
Kisumu,Seme,North Seme,-0.056,34.507
Kisumu,Nyando,East Kano/wawidhi,-0.221,34.986
Kisumu,Nyando,Kabonyo Kanyagwal,-0.235,34.839
Kisumu,Nyando,Kobura,-0.165,34.842
Kisumu,Muhoroni,Miwani,-0.065,34.935
Kisumu,Muhoroni,Ombeyi,-0.122,34.922
Kisumu,Muhoroni,Masogo/nyang'oma,-0.12,35.053
Kisumu,Muhoroni,Chemelil,-0.083,35.114
Kisumu,Muhoroni,Muhoroni Koru,-0.179,35.241
Kisumu,Nyakach,South West Nyakach,-0.383,34.903
Kisumu,Nyakach,North Nyakach,-0.279,34.968
Kisumu,Nyakach,Central Nyakach,-0.311,34.927
Kisumu,Nyakach,West Nyakach,-0.337,34.838
Kisumu,Nyakach,South East Nyakach,-0.377,34.97
Kisumu,Nyando,Awasi/onjiko,-0.183,35.061
Kisumu,Nyando,Ahero,-0.211,34.938
Nyamira,North Mugirango,Rigoma,-0.742,34.936
Nyamira,North Mugirango,Gachuba,-0.707,34.882
Nyamira,Kitutu Masaba,Kamera,-0.672,34.827
Nyamira,Kitutu Masaba,Magombo,-0.655,34.901
Nyamira,Kitutu Masaba,Manga,-0.635,34.859
Nyamira,North Mugirango,Gesima,-0.708,34.968
Nyamira,Borabu,Nyamaiya,-0.516,34.9
Nyamira,Borabu,Bogichora,-0.588,34.944
Nyamira,Borabu,Bosamaro,-0.632,34.95
Nyamira,Borabu,Bonyamatuta,-0.609,34.964
Nyamira,Borabu,Township,-0.57,34.935
Nyamira,West Mugirango,Itibo,-0.564,35.004
Nyamira,West Mugirango,Bomwagamo,-0.514,34.949
Nyamira,West Mugirango,Bokeira,-0.453,34.983
Nyamira,West Mugirango,Magwagwa,-0.473,35.02
Nyamira,West Mugirango,Ekerenyo,-0.524,34.998
Nyamira,Borabu,Mekenene,-0.608,35.039
Nyamira,Borabu,Kiabonyoru,-0.59,34.988
Nyamira,Borabu,Nyansiongo,-0.762,35.006
Nyamira,Borabu,Esise,-0.812,35.031
Kisii,Bonchari,Bomariba,-0.627,34.695
Kisii,Bonchari,Bogiakumu,-0.673,34.724
Kisii,Bonchari,Bomorenda,-0.694,34.711
Kisii,Bonchari,Riana,-0.664,34.665
Kisii,South Mugirango,Tabaka,-0.747,34.656
Kisii,South Mugirango,Boikanga,-0.824,34.664
Kisii,South Mugirango,Bogetenga,-0.803,34.656
Kisii,South Mugirango,Borabu Chitago,-0.905,34.68
Kisii,South Mugirango,Moticho,-0.906,34.637
Kisii,South Mugirango,Getenga,-0.932,34.661
Kisii,Bomachoge Borabu,Bokimonge,-0.905,34.759
Kisii,Bomachoge Borabu,Magenche,-0.931,34.718
Kisii,Bobasi,Masige West,-0.835,34.774
Kisii,Bobasi,Masige East,-0.831,34.791
Kisii,Bobasi,Basi Central,-0.836,34.842
Kisii,Bobasi,Nyacheki,-0.881,34.878
Kisii,Bobasi,Bassi Bogetaorio,-0.891,34.821
Kisii,Bobasi,Bobasi Chache,-0.736,34.747
Kisii,Bobasi,Sameta Mokwerero,-0.776,34.764
Kisii,Bobasi,Bobasi Boitangare,-0.79,34.8
Kisii,Bomachoge Chache,Majoge Basi,-0.746,34.703
Kisii,Bomachoge Chache,Boochi Tendere,-0.817,34.722
Kisii,Bomachoge Chache,Bosoti Sengera,-0.856,34.71
Kisii,Nyaribari Masaba,Ichuni,-0.79,34.918
Kisii,Nyaribari Masaba,Nyamasibi,-0.844,34.975
Kisii,Nyaribari Masaba,Masimba,-0.868,34.953
Kisii,Nyaribari Masaba,Gesusu,-0.861,34.904
Kisii,Nyaribari Masaba,Kiamokama,-0.822,34.904
Kisii,Nyaribari Chache,Bobaracho,-0.709,34.811
Kisii,Nyaribari Chache,Kisii Central,-0.705,34.765
Kisii,Nyaribari Chache,Keumbu,-0.737,34.843
Kisii,Nyaribari Chache,Kiogoro,-0.747,34.788
Kisii,Nyaribari Chache,Birongo,-0.762,34.879
Taita Taveta,Voi,Marungu,-3.743,38.832
Nairobi,Embakasi East,Lower Savanna,-1.295,36.898
Nairobi,Embakasi East,Embakasi,-1.309,36.941
Nairobi,Embakasi East,Utawala,-1.312,36.9
Nairobi,Embakasi East,Mihango,-1.275,36.955
Taita Taveta,Voi,Ngolia,-3.264,38.464
Kisii,Kitutu Chache North,Sensi,-0.576,34.813
Nairobi,Makadara,Viwandani,-1.307,36.872
Nairobi,Makadara,Harambee,-1.281,36.876
Nairobi,Kamukunji,Eastleigh South,-1.279,36.863
Elgeyo-Marakwet,Keiyo South,Kabiemit,0.264,35.566
Garissa,Lagdera,Maalimin,0.398,39.155
Garissa,Lagdera,Sabena,0.793,39.405
Garissa,Lagdera,Baraki,0.423,39.485
Nandi,Chesumei,Chemundu/kapng'etunyi,0.237,35.086
Nairobi,Dagoretti,Kawangware,-1.281,36.744
Nairobi,Starehe,Landimawe,-1.302,36.839
Nairobi,Starehe,Nairobi South,-1.319,36.85
Nairobi,Mathare,Huruma,-1.26,36.867
Uasin Gishu,Soy,Segeroi/barsombe,0.888,35.301
Uasin Gishu,Soy,Kipsomba,0.768,35.189
Uasin Gishu,Kapseret,Megun,0.333,35.287
Narok,Kilgoris,Keyian,-1.057,34.708
Narok,Kilgoris,Angata Barikoi,-1.345,34.802
Narok,Kilgoris,Shankoe,-1.052,34.817
Narok,Kilgoris,Kimintet,-1.285,35.052
Narok,Kilgoris,Lolgorian,-1.211,34.815
Narok,Emurua Dikirr,Iikerin,-1.034,35.097
Narok,Emurua Dikirr,Ololmasani,-0.941,35.054
Narok,Emurua Dikirr,Mogondo,-1.015,35.038
Kiambu,Lari,Kijabe,-0.967,36.65
Kiambu,Ruiru,Gatongora,-1.203,37.046
Tharaka-Nithi,Tharaka,Gatunga,-0.134,38.156
Tharaka-Nithi,Tharaka,Mukothima,0.004,38.043
Kiambu,Ruiru,Kahawa Wendani,-1.197,36.928
Kisii,Bomachoge Borabu,BOOCHI BORABU,-0.909,34.805
Tana River,Garsen,Kipini east,-2.496,40.547
Tana River,Garsen,Garsen south,-2.583,39.437
Mandera,Banissa,BANISSA,3.925,40.364
Mandera,Banissa,DERKHALE,3.846,40.185
Isiolo,Isiolo North,BULA PESA,0.341,37.568
Isiolo,Isiolo North,CHARI,1.129,38.299
Isiolo,Isiolo North,CHERAB,1.546,38.841
Isiolo,Isiolo North,NGARE MARA,0.655,37.913
Isiolo,Isiolo North,BURAT,0.426,37.474
Isiolo,Isiolo North,OLDONYIRO,0.648,37.131
Isiolo,Isiolo South,GARBATULLA,0.487,38.544
Isiolo,Isiolo South,KINNA,0.377,38.325
Isiolo,Isiolo South,SERICHO,0.855,39.054
Mandera,Mandera West,LAGHSURE,3.558,40.214
Mandera,Mandera North,ASHABITO,3.256,40.83
Mandera,Mandera North,GUTICHA,3.609,40.645
Mandera,Mandera East,BULLA MPYA,3.819,41.771
Mandera,Mandera East,KHALALIO,3.892,41.665
Mandera,Mandera East,NEBOI,3.963,41.777
Mandera,Mandera East,TOWNSHIP,3.949,41.872
Mandera,Lafey,LIBEHIA,3.733,41.313
Mandera,Lafey,FINO,3.394,41.307
Mandera,Lafey,LAFEY,3.141,41.242
Mandera,Lafey,WARANKARA,3.388,41.03
Mandera,Lafey,ALANGO GOF,3.119,41.047
Nyandarua,Kinangop,Njabani/kiburu,-0.73,36.679
Turkana,Turkana South,Lokichar,2.654,35.669
Turkana,Turkana East,Kapedo/napeitom,1.495,36.178
Elgeyo-Marakwet,Marakwet East,Endo,1.201,35.649
Elgeyo-Marakwet,Marakwet East,Embobut/Embulot,1.207,35.572
Elgeyo-Marakwet,Marakwet West,Lelan,1.08,35.405
Nairobi,Dagoretti,Kabiro,-1.287,36.747
Nairobi,Dagoretti,Mutu-ini,-1.294,36.703
Nairobi,Dagoretti,Ngando,-1.301,36.743
Nairobi,Dagoretti,Riruta,-1.287,36.74
Nairobi,Dagoretti,Uthiru/ruthimitu,-1.272,36.711
Nairobi,Dagoretti,Waithaka,-1.288,36.715
Nairobi,Langata,Karen,-1.343,36.719
Baringo,Baringo Central,Sacho,0.383,35.731
Baringo,Baringo South,Mukutani,0.557,36.182
Kajiado,Kajiado South,Kimana,-2.807,37.473
Laikipia,Laikipia East,Umande,0.194,37.14
Laikipia,Laikipia North,Sosian,0.578,36.656
Laikipia,Laikipia North,Segera,0.244,36.899
Laikipia,Laikipia North,Mugogodo West,0.403,37.028
Laikipia,Laikipia North,Mugogodo East,0.295,37.237
Kajiado,Kajiado West,Iloodokilani,-2.031,36.48
Kajiado,Kajiado West,Magadi,-1.914,36.252
Kajiado,Kajiado West,Ewuaso oonkidong'i,-1.296,36.43
Mombasa,Jomvu,Mikindani,-4.012,39.63
Mombasa,Mvita,Makadara Ward-mji Wa Kale,-4.063,39.675
Mombasa,Mvita,Tononoka,-4.051,39.669
Mombasa,Mvita,Ganjoni Ward-shimanzi,-4.057,39.656
Mombasa,Mvita,Majengo,-4.05,39.663
Kilifi,Kilifi North,Tezo,-3.544,39.886
Taita Taveta,Mwatate,Chawia,-3.803,38.379
Kilifi,Kilifi South,Shimo La Tewa,-3.939,39.74
Kilifi,Rabai,Rabai/kisurutini,-3.941,39.562
Kilifi,Ganze,Ganze,-3.475,39.634
Kilifi,Ganze,Sokoke,-3.356,39.676
Kilifi,Malindi,Ganda,-3.234,40.07
Kilifi,Malindi,Malindi Town,-3.222,40.092
Kilifi,Magarini,Gongoni,-2.958,40.124
Kilifi,Magarini,Adu,-2.815,39.674
Kilifi,Magarini,Garashi,-3.101,39.861
Kilifi,Magarini,Sabaki,-3.178,40.1
Siaya,Alego Usonga,North Alego,0.096,34.324
Siaya,Alego Usonga,South East Alego,0.002,34.266
Siaya,Gem,North Gem,0.113,34.417
Siaya,Gem,West Gem,0.034,34.419
Siaya,Gem,Central Gem,0.069,34.467
Siaya,Gem,Yala Township,0.099,34.527
Siaya,Gem,East Gem,0.028,34.516
Siaya,Gem,South Gem,-0.026,34.437
Siaya,Bondo,West Yimbo,-0.077,34.041
Siaya,Bondo,Central Sakwa,-0.177,34.154
Siaya,Bondo,South Sakwa,-0.18,34.213
Siaya,Bondo,Yimbo East,-0.018,34.132
Siaya,Bondo,West Sakwa,-0.081,34.212
Siaya,Bondo,North Sakwa,-0.095,34.307
Siaya,Rarieda,East Asembo,-0.129,34.398
Siaya,Rarieda,West Asembo,-0.149,34.345
Kisumu,Kisumu East,Kajulu,-0.024,34.793
Kisumu,Kisumu East,Kolwa East,-0.123,34.819
Kisumu,Kisumu East,Kolwa Central,-0.114,34.783
Kisumu,Kisumu West,Central Kisumu,-0.08,34.711
Taita Taveta,Voi,Kaloleni,-3.427,38.567
Kisumu,Kisumu West,North Kisumu,-0.037,34.717
Kisumu,Kisumu West,West Kisumu,-0.061,34.631
Kisumu,Kisumu West,North West Kisumu,-0.023,34.614
Kisumu,Kisumu Central,Railways,-0.075,34.748
Kisumu,Kisumu Central,Migosi,-0.077,34.782
Kisii,Nyaribari Chache,Ibeno,-0.777,34.844
Kisii,Kitutu Chache North,Monyerero,-0.568,34.854
Kisii,Kitutu Chache North,Marani,-0.575,34.78
Kisii,Kitutu Chache North,Kegogi,-0.535,34.842
Kisii,Kitutu Chache South,Bogusero,-0.592,34.727
Kisii,Kitutu Chache South,Bogeka,-0.614,34.75
Kisii,Kitutu Chache South,Nyatieko,-0.645,34.791
Nairobi,Westlands,Karura,-1.232,36.8
Nairobi,Westlands,Kangemi,-1.269,36.754
Nairobi,Westlands,Mountain View,-1.271,36.737
Trans Nzoia,Kwanza,Keiyo,1.207,34.96
Nairobi,Dagoretti,Gatina,-1.282,36.755
Nandi,Mosop,Sangalo/kebulonik,0.338,35.007
Baringo,Tiaty,Tangulbei/korossi,0.808,36.202
Nairobi,Langata,Nairobi West,-1.317,36.812
Nairobi,Langata,Mugumo-ini,-1.378,36.862
Baringo,Tiaty,Churo/amaya,0.796,36.387
Baringo,Baringo North,Barwessa,0.738,35.683
Baringo,Baringo North,Kabartonjo,0.646,35.762
Baringo,Baringo North,Saimoi/kipsaraman,0.671,35.804
Baringo,Baringo North,Saimo/soi,0.697,35.942
Baringo,Baringo North,Bartabwa,0.863,35.803
Baringo,Baringo Central,Kabarnet,0.503,35.689
Nairobi,Langata,South C,-1.343,36.87
Baringo,Baringo Central,Tenges,0.278,35.765
Baringo,Baringo Central,Ewalel/chapchap,0.498,35.803
Baringo,Baringo Central,Kapropita,0.464,35.722
Baringo,Baringo South,Marigat,0.418,35.911
Baringo,Baringo South,Iichamus,0.524,36.04
Baringo,Baringo South,Mochongoi,0.277,36.159
Nairobi,Langata,Nyayo Highrise,-1.314,36.803
Nairobi,Kibra,Laini Saba,-1.313,36.794
Kajiado,Kajiado West,Mosiro,-1.483,36.161
Kajiado,Kajiado South,Entonet/lenkism,-2.573,37.192
Kajiado,Kajiado South,Imbrikani/eselelnkei,-2.464,37.501
Kajiado,Kajiado South,Kuku,-2.849,37.709
Kajiado,Kajiado South,Rombo,-3.068,37.698
Nairobi,Kibra,Lindi,-1.315,36.792
Kericho,Kipkelion East,Londiani,-0.119,35.567
Nairobi,Kibra,Makina,-1.309,36.785
Nairobi,Kibra,Sarang'ombe,-1.312,36.78
Nairobi,Roysambu,Githurai,-1.202,36.908
Nairobi,Roysambu,Kahawa West,-1.18,36.916
Nairobi,Roysambu,Kahawa,-1.192,36.908
Nairobi,Kasarani,Clay City,-1.221,36.918
Nairobi,Kasarani,Njiru,-1.253,36.928
Nairobi,Kasarani,Ruai,-1.254,37.025
Nairobi,Ruaraka,Babandogo,-1.243,36.879
Nairobi,Ruaraka,Utalii,-1.254,36.865
Nairobi,Embakasi South,Kwa Njenga,-1.322,36.89
Nairobi,Embakasi North,Dandora Area Iv,-1.243,36.907
Nairobi,Embakasi South,Kwa Reuben,-1.315,36.882
Nairobi,Embakasi West,Umoja I,-1.28,36.891
Nairobi,Embakasi South,Kware,-1.317,36.888
Nairobi,Embakasi North,Kariobangi North,-1.257,36.883
Nairobi,Embakasi North,Dandora Area I,-1.257,36.888
Nairobi,Embakasi North,Dandora Area Ii,-1.25,36.899
Nairobi,Embakasi North,Dandora Area Iii,-1.246,36.911
Nairobi,Embakasi Central,Kayole North,-1.265,36.921
Nairobi,Embakasi Central,Kayole Central,-1.272,36.917
Nairobi,Embakasi West,Umoja Ii,-1.286,36.893
Nairobi,Embakasi Central,Kayole South,-1.278,36.914
Nairobi,Makadara,Makongeni,-1.296,36.854
Nairobi,Embakasi Central,Komarock,-1.27,36.91
Nairobi,Embakasi Central,Matopeni/spring Valley,-1.261,36.928
Nairobi,Kamukunji,Eastleigh North,-1.273,36.848
Nairobi,Embakasi East,Upper Savanna,-1.285,36.911
Nairobi,Embakasi West,Mowlem,-1.267,36.897
Nairobi,Embakasi West,Kariobangi South,-1.265,36.891
Nairobi,Makadara,Maringo/hamza,-1.291,36.868
Trans Nzoia,Kiminini,Nabiswa,0.915,34.902
Nairobi,Kamukunji,California,-1.284,36.849
Nairobi,Kamukunji,Pumwani,-1.287,36.842
Trans Nzoia,Cherangany,Sinyerere,1.123,35.129
Nairobi,Kamukunji,Airbase,-1.273,36.864
Garissa,Dujis,Iftin,-0.45,39.647
Nairobi,Starehe,Nairobi Central,-1.285,36.827
Garissa,Dadaab,Dertu,-0.028,39.776
Garissa,Dadaab,Dadaab,0.043,40.301
Garissa,Dadaab,LABISGALE,0.167,40.229
Garissa,Dadaab,Damajale,-0.017,40.657
Garissa,Dadaab,Liboi,0.231,40.698
Garissa,Dadaab,Abakaile,0.187,39.988
Nandi,Aldai,Terik,0.011,34.814
Nairobi,Starehe,Ngara Ward,-1.274,36.825
Nairobi,Starehe,Pangani,-1.272,36.84
Nairobi,Starehe,Ziwani/kariokor,-1.282,36.839
Nairobi,Mathare,Hospital,-1.261,36.849
Nairobi,Mathare,Mabatini,-1.262,36.86
Nairobi,Mathare,Ngei,-1.258,36.871
Nairobi,Mathare,Mlango Kubwa,-1.265,36.849
Nairobi,Mathare,Kiamaiko,-1.256,36.876
Nairobi,Westlands,Kitisuru,-1.246,36.759
Murang'a,Kangema,Kanyenya-ini,-0.703,36.887
Murang'a,Kangema,Muguru,-0.685,37.026
Murang'a,Kangema,Rwathia,-0.658,36.881
Murang'a,Mathioya,Gitugi,-0.666,37.004
Wajir,Wajir East,Wagberi,1.775,40.09
Uasin Gishu,Kapseret,Ngeria,0.391,35.263
Uasin Gishu,Kapseret,Langas,0.477,35.256
Wajir,Eldas,Eldas,2.387,39.422
Uasin Gishu,Kesses,Racecourse,0.477,35.276
Uasin Gishu,Kesses,Cheptiret/kipchamo,0.376,35.369
Uasin Gishu,Kesses,Tulwet/chiyat,0.259,35.35
Uasin Gishu,Kesses,Tarakwa,0.162,35.441
Garissa,Fafi,Bura,-1.094,40.314
Narok,Emurua Dikirr,Kapsasian,-0.994,35.156
Narok,Narok North,Olposimoru,-0.598,35.749
Narok,Narok North,Olokurto,-0.666,35.825
Narok,Narok North,Narok Town,-1.121,35.827
Narok,Narok North,Nkareta,-0.946,35.841
Wajir,Eldas,Della,2.445,39.685
Wajir,Wajir South,Dadaja bulla,0.586,40.847
Wajir,Wajir South,Habasswein,0.838,39.77
Wajir,Wajir South,Lagboghoi south,1.186,40.048
Kiambu,Kabete,Uthiru,-1.255,36.714
Kiambu,Kikuyu,Karai,-1.275,36.649
Kiambu,Kikuyu,Nachu,-1.246,36.572
